mun_fr;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Sidi Zid;سيدي زيد - أولاد مولاهم;Liste partisane;Ennahdha;حزب حركة النھضة;1081;5;8200;148;81;4275;4504
Sidi Ameur;سيدي عامر- مسجد عيسى;Liste partisane;Ennahdha;حزب حركة النھضة;351;2;4440;49;34;2534;2617
Sidi Alouane;سيدي علوان;Liste partisane;Ennahdha;حزب حركة النھضة;1463;14;10678;178;117;2430;2725
Sidi Ali Ben Aoun;سيدي علي بن عون;Liste partisane;Ennahdha;حزب حركة النھضة;700;6;8821;125;40;2308;2473
Sidi Aich;سيدي عيش;Liste partisane;Ennahdha;حزب حركة النھضة;472;3;5897;131;34;3309;3474
Sidi Makhlouf;سيدي مخلوف;Liste partisane;Ennahdha;حزب حركة النھضة;1388;10;12959;149;58;3255;3462
Sidi Morched;سيدي مرشد;Liste partisane;Ennahdha;حزب حركة النھضة;909;8;7352;161;50;2077;2288
Sisseb Edheriaat;سيسب الدريعات;Liste partisane;Ennahdha;حزب حركة النھضة;1401;10;9702;141;64;3384;3589
Chorbane;شربان;Liste partisane;Ennahdha;حزب حركة النھضة;1641;9;11395;296;110;4272;4678
Chott Mariem;شط مريم;Liste partisane;Ennahdha;حزب حركة النھضة;343;3;3376;70;41;1545;1656
Chenini Nahal;شنني - نحال;Liste partisane;Ennahdha;حزب حركة النھضة;1257;8;9987;102;65;2741;2908
Chaouachi;شواشي;Liste partisane;Ennahdha;حزب حركة النھضة;753;7;5833;197;51;2034;2282
Chihia;شيحية;Liste partisane;Ennahdha;حزب حركة النھضة;2955;9;20091;184;115;7718;8017
Sfax;صفاقس;Liste partisane;Ennahdha;حزب حركة النھضة;13960;14;148647;1007;784;45446;47237
Saouaf;صواف;Liste partisane;Ennahdha;حزب حركة النھضة;457;3;7109;228;79;2784;3091
Sayada;صيادة;Liste partisane;Ennahdha;حزب حركة النھضة;735;4;7951;109;57;3681;3847
Tebourba;طبربة;Liste partisane;Ennahdha;حزب حركة النھضة;2132;10;21275;365;142;5521;6028
Tabarka;طبرقة;Liste partisane;Ennahdha;حزب حركة النھضة;1547;8;17075;312;74;4792;5178
Teboulba;طبلبة;Liste partisane;Ennahdha;حزب حركة النھضة;2412;8;17748;170;79;7636;7885
Teboulbou;طبلبو;Liste partisane;Ennahdha;حزب حركة النھضة;1171;5;11479;136;70;4445;4651
Touza;طوزة;Liste partisane;Ennahdha;حزب حركة النھضة;120;1;4059;27;9;2009;2045
Tina;طينة;Liste partisane;Ennahdha;حزب حركة النھضة;1742;8;17393;216;111;5317;5644
Abida;عبيدة;Liste partisane;Ennahdha;حزب حركة النھضة;728;4;6392;175;55;3275;3505
Agareb;عقارب;Liste partisane;Ennahdha;حزب حركة النھضة;2160;7;20009;298;152;7444;7894
Amiret Touazra;عميرة التوازرة;Liste partisane;Ennahdha;حزب حركة النھضة;296;2;3144;39;57;1692;1788
Amiret El Hojjaj;عميرة الحجاج;Liste partisane;Ennahdha;حزب حركة النھضة;254;2;3854;65;33;1299;1397
Amiret El Fehoul;عميرة الفحول;Liste partisane;Ennahdha;حزب حركة النھضة;109;1;2742;55;31;1352;1438
Ousja;عوسجة;Liste partisane;Ennahdha;حزب حركة النھضة;941;7;5035;88;58;2415;2561
El Ain El Beidha;عين البيضاء;Liste partisane;Ennahdha;حزب حركة النھضة;798;6;6984;166;67;2626;2859
Ain El Khemaissia;عين الخمايسية;Liste partisane;Ennahdha;حزب حركة النھضة;102;1;6610;115;67;2586;2768
Ain Essobh Nadhour;عين الصبح - الناظور;Liste partisane;Ennahdha;حزب حركة النھضة;364;2;8679;211;107;2927;3245
Ain Jelloula;عين جلولة;Liste partisane;Ennahdha;حزب حركة النھضة;767;6;3894;89;38;1462;1589
Ain Draham;عين دراهم;Liste partisane;Ennahdha;حزب حركة النھضة;1126;6;13439;284;110;3140;3534
Ghardimaou;غار الدماء;Liste partisane;Ennahdha;حزب حركة النھضة;1737;9;20171;289;174;5869;6332
Ghar El Melh;غار الملح;Liste partisane;Ennahdha;حزب حركة النھضة;944;7;4539;57;57;1655;1769
Ghezala;غزالة;Liste partisane;Ennahdha;حزب حركة النھضة;538;6;10562;237;64;1959;2260
Ghomrassen;غمراسن;Liste partisane;Ennahdha;حزب حركة النھضة;1266;10;7818;71;39;2166;2276
Ghenada;غنادة;Liste partisane;Ennahdha;حزب حركة النھضة;244;1;2720;72;28;1857;1957
Ghannouch;غنوش;Liste partisane;Ennahdha;حزب حركة النھضة;2387;17;12675;124;60;3468;3652
Fernana;فرنانة;Liste partisane;Ennahdha;حزب حركة النھضة;1317;11;12438;305;81;2848;3234
Feriana;فريانة;Liste partisane;Ennahdha;حزب حركة النھضة;1420;6;16744;246;105;5405;5756
Fondouk Jedidi;فندق الجديد - سلتان;Liste partisane;Ennahdha;حزب حركة النھضة;1274;5;11054;210;66;4565;4841
Foussana;فوسانة;Liste partisane;Ennahdha;حزب حركة النھضة;980;3;16494;329;101;6872;7302
Fouchana;فوشانة;Liste partisane;Ennahdha;حزب حركة النھضة;2444;12;20443;297;142;6869;7308
Gabes;قابس;Liste partisane;Ennahdha;حزب حركة النھضة;5760;12;51010;261;251;14461;14973
Goubellat;قبلاط;Liste partisane;Ennahdha;حزب حركة النھضة;279;4;5579;67;72;1293;1432
Kebili;قبلي;Liste partisane;Ennahdha;حزب حركة النھضة;2581;9;23887;231;175;6773;7179
Korba;قربة;Liste partisane;Ennahdha;حزب حركة النھضة;1935;6;24931;303;163;9215;9681
Korbous;قربص;Liste partisane;Ennahdha;حزب حركة النھضة;141;1;1966;39;19;1179;1237
Carthage;قرطاج;Liste partisane;Ennahdha;حزب حركة النھضة;892;3;15743;171;131;5375;5677
Kerkennah;قرقنة;Liste partisane;Ennahdha;حزب حركة النھضة;595;3;9202;73;55;3510;3638
Grombalia;قرمبالية;Liste partisane;Ennahdha;حزب حركة النھضة;1986;6;23508;275;174;7787;8236
Gremda;قرمدة;Liste partisane;Ennahdha;حزب حركة النھضة;3017;9;17166;116;92;8116;8324
Ksar Hellal;قصر هلال;Liste partisane;Ennahdha;حزب حركة النھضة;1271;3;26671;289;136;11147;11572
Ksour Essaf;قصور الساف;Liste partisane;Ennahdha;حزب حركة النھضة;792;3;15764;91;93;5848;6032
Ksibet Thrayet;قصيبة - الثريات;Liste partisane;Ennahdha;حزب حركة النھضة;601;3;6237;123;42;3048;3213
Ksibet El Mediouni;قصيبة المديوني;Liste partisane;Ennahdha;حزب حركة النھضة;706;4;7264;86;58;3383;3527
Gaafour;قعفور;Liste partisane;Ennahdha;حزب حركة النھضة;519;3;8989;205;74;2927;3206
Gafsa;قفصة;Liste partisane;Ennahdha;حزب حركة النھضة;3870;10;54251;469;185;14805;15459
Kalâat El Andalous;قلعة الأندلس;Liste partisane;Ennahdha;حزب حركة النھضة;1436;7;11075;143;65;5042;5250
Kalaat Senan;قلعة سنان;Liste partisane;Ennahdha;حزب حركة النھضة;766;5;7435;220;58;2747;3025
Kelibia;قليبية;Liste partisane;Ennahdha;حزب حركة النھضة;1262;4;24622;231;120;9544;9895
Ketana;كتانة;Liste partisane;Ennahdha;حزب حركة النھضة;973;9;7307;75;56;1929;2060
Kerker;كركر;Liste partisane;Ennahdha;حزب حركة النھضة;1397;7;7198;106;54;3414;3574
Kesra;كسرى;Liste partisane;Ennahdha;حزب حركة النھضة;825;6;7794;207;72;2423;2702
Kondar;كندار;Liste partisane;Ennahdha;حزب حركة النھضة;1549;7;5973;237;67;3739;4043
Lala;لالة;Liste partisane;Ennahdha;حزب حركة النھضة;827;6;6793;81;44;2298;2423
Lamta;لمطة;Liste partisane;Ennahdha;حزب حركة النھضة;122;1;3190;44;16;1769;1829
Metline;ماتلين;Liste partisane;Ennahdha;حزب حركة النھضة;629;6;6634;86;62;1916;2064
Majel Bel Abbes;ماجل بلعباس;Liste partisane;Ennahdha;حزب حركة النھضة;1041;4;11045;197;65;4835;5097
Mareth;مارث;Liste partisane;Ennahdha;حزب حركة النھضة;2006;11;14699;185;106;4650;4941
Mateur;ماطر;Liste partisane;Ennahdha;حزب حركة النھضة;1373;7;19888;325;149;4844;5318
Medjez El Bab;مجاز الباب;Liste partisane;Ennahdha;حزب حركة النھضة;1603;7;18118;227;97;6024;6348
Mednine;مدنين;Liste partisane;Ennahdha;حزب حركة النھضة;7380;18;47023;382;238;15089;15709
Mornag;مرناق;Liste partisane;Ennahdha;حزب حركة النھضة;2296;9;19795;311;154;6232;6697
Mezzouna;مزونة;Liste partisane;Ennahdha;حزب حركة النھضة;1757;4;12420;185;88;7206;7479
Msaken;مساكن;Liste partisane;Ennahdha;حزب حركة النھضة;4877;12;34825;336;183;11664;12183
Matmata;مطماطة;Liste partisane;Ennahdha;حزب حركة النھضة;375;5;2561;46;32;943;1021
Matmata Djedaïda;مطماطة الجديدة;Liste partisane;Ennahdha;حزب حركة النھضة;770;6;7106;146;58;2253;2457
Megrine;مقرين;Liste partisane;Ennahdha;حزب حركة النھضة;1266;5;17014;179;132;6007;6318
Makthar;مكثر;Liste partisane;Ennahdha;حزب حركة النھضة;1328;7;12892;195;132;4271;4598
Melloulech;ملولش;Liste partisane;Ennahdha;حزب حركة النھضة;723;5;9656;137;54;2463;2654
Menzel El Habib;منزل الحبيب;Liste partisane;Ennahdha;حزب حركة النھضة;1260;8;6136;120;39;2676;2835
Menzel Mhiri;منزل المهيري;Liste partisane;Ennahdha;حزب حركة النھضة;828;6;6425;160;44;2751;2955
Menzel Bourguiba;منزل بورقيبة;Liste partisane;Ennahdha;حزب حركة النھضة;2778;11;29721;401;174;7645;8220
Menzel Bouzelfa;منزل بوزلفة;Liste partisane;Ennahdha;حزب حركة النھضة;1653;6;21036;244;154;6337;6735
Menzel Bouzaiane;منزل بوزيان;Liste partisane;Ennahdha;حزب حركة النھضة;882;3;16625;236;114;6880;7230
Menzel Temime;منزل تميم;Liste partisane;Ennahdha;حزب حركة النھضة;1488;6;25864;239;172;7687;8098
Menzel Jemil;منزل جميل;Liste partisane;Ennahdha;حزب حركة النھضة;1453;7;13072;190;77;4587;4854
Menzel Hor;منزل حر;Liste partisane;Ennahdha;حزب حركة النھضة;353;2;3827;73;33;1702;1808
Menzel Hayet;منزل حياة;Liste partisane;Ennahdha;حزب حركة النھضة;208;1;5918;97;51;3558;3706
Menzel Salem;منزل سالم;Liste partisane;Ennahdha;حزب حركة النھضة;216;5;905;45;7;506;558
Menzel Chaker;منزل شاكر;Liste partisane;Ennahdha;حزب حركة النھضة;834;6;8815;103;43;2477;2623
Menzel Abderrahmane;منزل عبد الرحمان;Liste partisane;Ennahdha;حزب حركة النھضة;1044;5;8139;171;68;3289;3528
Menzel Farsi;منزل فارسي;Liste partisane;Ennahdha;حزب حركة النھضة;213;2;1936;31;25;1101;1157
Menzel Kamel;منزل كامل;Liste partisane;Ennahdha;حزب حركة النھضة;620;4;3601;48;33;1739;1820
Menzel Ennour;منزل نور;Liste partisane;Ennahdha;حزب حركة النھضة;1650;10;5821;57;46;3091;3194
Manouba;منوبة;Liste partisane;Ennahdha;حزب حركة النھضة;1872;6;22044;156;136;7087;7379
Midoun;ميدون;Liste partisane;Ennahdha;حزب حركة النھضة;3531;12;24777;178;113;8544;8835
Nabeul;نابل;Liste partisane;Ennahdha;حزب حركة النھضة;3283;6;41924;494;327;16466;17287
Nebeur;نبر;Liste partisane;Ennahdha;حزب حركة النھضة;590;4;6889;152;82;2739;2973
Nasrallah;نصر الله;Liste partisane;Ennahdha;حزب حركة النھضة;1177;6;10945;269;73;3363;3705
Naâssen;نعسان;Liste partisane;Ennahdha;حزب حركة النھضة;1074;9;11803;156;69;3017;3242
Nefza;نفزة;Liste partisane;Ennahdha;حزب حركة النھضة;1460;6;15663;428;153;5816;6397
Nefta;نفطة;Liste partisane;Ennahdha;حزب حركة النھضة;1238;4;15608;143;78;5199;5420
Hebira;هبيرة;Liste partisane;Ennahdha;حزب حركة النھضة;994;9;5037;195;64;1924;2183
Hergla;هرقلة;Liste partisane;Ennahdha;حزب حركة النھضة;438;2;4431;129;46;2302;2477
Oued Ellil;وادي الليل;Liste partisane;Ennahdha;حزب حركة النھضة;3222;12;30108;424;163;8404;8991
Oued Meliz;وادي مليز;Liste partisane;Ennahdha;حزب حركة النھضة;940;5;8721;176;98;3198;3472
Oudref;وذرف;Liste partisane;Ennahdha;حزب حركة النھضة;1179;6;8083;79;60;3753;3892
Ouechtata;وشتاتة - الجميلة;Liste partisane;Ennahdha;حزب حركة النھضة;1207;6;11702;328;70;3789;4178
